GEOGRAPHIC_COUNTY_NAME,JURISDICTION,PRECINCT,LOCATION,GEO_LOCATION
DICKINSON COUNTY,KINGSFORD CITY ,     PRECINCT 1,"Permanent Polling Location
KINGSFORD CITY HALL
305 S. CARPENTER AVENUE
KINGSFORD MI 49802

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
DICKINSON COUNTY,KINGSFORD CITY ,     PRECINCT 2,"Permanent Polling Location
KINGSFORD CITY HALL
305 S. CARPENTER AVENUE
KINGSFORD MI 49802

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
DICKINSON COUNTY,NORWAY CITY ,     PRECINCT 1,"Permanent Polling Location
CITY HALL
915 MAIN ST
NORWAY MI 49870

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
DICKINSON COUNTY,NORWAY TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
ST. BARBARA'S CATHOLIC CHURCH
W5058 MAIN ST.
VULCAN MI 49892

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
DICKINSON COUNTY,SAGOLA TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
SAGOLA COMMUNITY BUI
306 IST STREET
SAGOLA MI 49881

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
DICKINSON COUNTY,WAUCEDAH TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
LORETTO TOWN HALL
W3930 MORGAN ST
LORETTO MI 49852

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
DICKINSON COUNTY,WEST BRANCH TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
WEST BRANCH TOWN HALL
N10604 COUNTY ROAD 581
RALPH MI 49877

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
EATON COUNTY,BELLEVUE TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
BELLEVUE HIGH SCHOOL
576 LOVE RD
BELLEVUE MI 49021

Handicap Accessable:
Y
(NORTH SIDE OF LOVE RD, WEST OF IONIA RD)","Temporary Polling Location




Handicap Accessable: 
"
EATON COUNTY,BENTON CHARTER TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
BENTON TOWNSHIP HALL
5136 WINDSOR HWY
POTTERVILLE MI 48876

Handicap Accessable:
Y
(1/4 MILE OFF OF M-100)","Temporary Polling Location




Handicap Accessable: 
"
EATON COUNTY,BROOKFIELD TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
BROOKFIELD TWP HALL
8033 BROOKFIELD RD
CHARLOTTE MI 48813

Handicap Accessable:
N
(2ND BLDG CORNER OF BROOKFIELD RD & BELLEVUE HWY)","Temporary Polling Location




Handicap Accessable: 
"
EATON COUNTY,CARMEL TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
CARMEL TOWNSHIP HALL
661 BEECH HWY
CHARLOTTE MI 48813

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
EATON COUNTY,CHARLOTTE CITY ,     PRECINCT 1-1,"Permanent Polling Location
CHARLOTTE CITY HALL COMMUNITY ROOM
111 E. LAWRENCE AVE.
CHARLOTTE MI 48813

Handicap Accessable:
Y
(COUNCIL CHAMBERS)","Temporary Polling Location




Handicap Accessable: 
"
EATON COUNTY,CHARLOTTE CITY ,     PRECINCT 2-1,"Permanent Polling Location
WEST SIDE FIRE STN
911 W SHEPHERD
CHARLOTTE MI 48813

Handicap Accessable:
Y
(CORNER W SHEPHERD & STATE ST)","Temporary Polling Location




Handicap Accessable: 
"
EATON COUNTY,CHESTER TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
CHESTER TWP HALL
4785 MULLIKEN ROAD
CHARLOTTE MI 48813

Handicap Accessable:
Y
(CORNER  OF MULLIKEN AND GRESHAM RDS)","Temporary Polling Location




Handicap Accessable: 
"
EATON COUNTY,DELTA CHARTER TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
ST. DAVIDS EPISCOPAL
1519 ELMWOOD ROAD
LANSING MI 48917

Handicap Accessable:
Y
(BETWEEN WILLOW HWY. & SAGINAW HWY.)","Temporary Polling Location




Handicap Accessable: 
"
EATON COUNTY,DELTA CHARTER TOWNSHIP ,     PRECINCT 2,"Permanent Polling Location
DELTA COMM. BLDG.
7550 W. WILLOW
LANSING MI 48917

Handicap Accessable:
Y
(CORNER OF CANAL & WILLOW)","Temporary Polling Location




Handicap Accessable: 
"
EATON COUNTY,DELTA CHARTER TOWNSHIP ,     PRECINCT 4,"Permanent Polling Location
DELTA FIRE STATION
811 N. CANAL
LANSING MI 48917

Handicap Accessable:
Y
(CORNER OF CANAL & ADMINISTRATION DRIVE)","Temporary Polling Location




Handicap Accessable: 
"
EATON COUNTY,DELTA CHARTER TOWNSHIP ,     PRECINCT 5,"Permanent Polling Location
MT HOPE CHURCH - DOOR 6
202 S. CREYTS
LANSING MI 48917

Handicap Accessable:
Y
(CORNER OF S. CREYTS AND MICHIGAN AVENUE. MICHIGAN AVENUE ENTRANCE)","Temporary Polling Location




Handicap Accessable: 
"
EATON COUNTY,DELTA CHARTER TOWNSHIP ,     PRECINCT 6,"Permanent Polling Location
DELTA TWP. LIBRARY
5130 DAVENPORT DRIVE
LANSING MI 48917

Handicap Accessable:
Y
(JUST NORTH OF W. MALL DRIVE AND ELMWOOD.)","Temporary Polling Location




Handicap Accessable: 
"
EATON COUNTY,DELTA CHARTER TOWNSHIP ,     PRECINCT 7,"Permanent Polling Location
ENRICHMENT CENTER
4538 ELIZABETH ROAD
LANSING MI 48917

Handicap Accessable:
Y
(ONE BLOCK NORTH OR W. SAGINAW HWY. AND ROBINS ROAD)","Temporary Polling Location




Handicap Accessable: 
"
EATON COUNTY,DELTA CHARTER TOWNSHIP ,     PRECINCT 8,"Permanent Polling Location
FAITH BIBLE CHURCH
5211 W. ST. JOSEPH
LANSING MI 48917

Handicap Accessable:
Y
(ON ST. JOSEPH NEAR SNOW ROAD INTERSECTION)","Temporary Polling Location




Handicap Accessable: 
"
EATON COUNTY,DELTA CHARTER TOWNSHIP ,     PRECINCT 14,"Permanent Polling Location
MT HOPE CHURCH - DOOR 6
202 S. CREYTS
LANSING MI 48917

Handicap Accessable:
Y
(CORNER OF S. CREYTS AND MICHIGAN AVENUE. MICHIGAN AVENUE ENTRANCE)","Temporary Polling Location




Handicap Accessable: 
"
EATON COUNTY,DELTA CHARTER TOWNSHIP ,     PRECINCT 15,"Permanent Polling Location
SOUTH  CHURCH
5250 CORNERSTONE
LANSING MI 48917

Handicap Accessable:
Y
(OFF SNOW ROAD BETWEEN MT. HOPE & ST. JOE)","Temporary Polling Location




Handicap Accessable: 
"
EATON COUNTY,DELTA CHARTER TOWNSHIP ,     PRECINCT 16,"Permanent Polling Location
SOUTH  CHURCH
5250 CORNERSTONE
LANSING MI 48917

Handicap Accessable:
Y
(OFF SNOW ROAD BETWEEN MT. HOPE & ST. JOE)","Temporary Polling Location




Handicap Accessable: 
"
EATON COUNTY,EATON RAPIDS CITY ,     PRECINCT 1,"Permanent Polling Location
PUB. SAFETY FACILITY
101 LINE ST
EATON RAPIDS MI 48827

Handicap Accessable:
Y
(NEAR HOWE MEMORIAL FIELD)","Temporary Polling Location




Handicap Accessable: 
"
EATON COUNTY,EATON RAPIDS CITY ,     PRECINCT 2,"Permanent Polling Location
PUB. SAFETY FACILITY
101 LINE ST
EATON RAPIDS MI 48827

Handicap Accessable:
Y
(NEAR HOWE MEMORIAL FIELD)","Temporary Polling Location




Handicap Accessable: 
"
EATON COUNTY,EATON RAPIDS CITY ,     PRECINCT 3,"Permanent Polling Location
PUB. SAFETY FACILITY
101 LINE ST
EATON RAPIDS MI 48827

Handicap Accessable:
Y
(NEAR HOWE MEMORIAL FIELD)","Temporary Polling Location




Handicap Accessable: 
"
EATON COUNTY,EATON RAPIDS TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
FIRE DEPARTMENT
2029 S. MICHIGAN ROAD
EATON RAPIDS MI 48827

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
EATON COUNTY,EATON TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
EATON TOWNSHIP HALL
3981 E CLINTON TRAIL
CHARLOTTE MI 48813

Handicap Accessable:
Y
(M50 AND PERKEY RD)","Temporary Polling Location




Handicap Accessable: 
"
EATON COUNTY,GRAND LEDGE CITY ,     PRECINCT 1,"Permanent Polling Location
SAWDON SCHOOL
220 LAMSON ST
GRAND LEDGE MI 48837

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
EATON COUNTY,GRAND LEDGE CITY ,     PRECINCT 2,"Permanent Polling Location
SAWDON SCHOOL
220 LAMSON ST
GRAND LEDGE MI 48837

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
EATON COUNTY,GRAND LEDGE CITY ,     PRECINCT 3,"Permanent Polling Location
SAWDON SCHOOL
220 LAMSON ST
GRAND LEDGE MI 48837

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
EATON COUNTY,GRAND LEDGE CITY ,     PRECINCT 4,"Permanent Polling Location
SAWDON SCHOOL
220 LAMSON ST
GRAND LEDGE MI 48837

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
EATON COUNTY,HAMLIN TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
TOWNSHIP HALL
6463 S CLINTON TRAIL
EATON RAPIDS MI 48827

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
EATON COUNTY,KALAMO TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
KALAMO TOWNSHIP HALL
8960 SPORE HWY
VERMONTVILLE MI 49096

Handicap Accessable:
Y
(CORNER OF IONIA RD AND SPORE HWY)","Temporary Polling Location




Handicap Accessable: 
"
EATON COUNTY,KALAMO TOWNSHIP ,     PRECINCT 2,"Permanent Polling Location
KALAMO TOWNSHIP HALL
8960 SPORE HWY
VERMONTVILLE MI 49096

Handicap Accessable:
Y
(CORNER OF IONIA RD AND SPORE HWY)","Temporary Polling Location




Handicap Accessable: 
"
EATON COUNTY,OLIVET CITY ,     PRECINCT 1,"Permanent Polling Location
OLIVET CITY HALL
117 S. MAIN ST.
OLIVET MI 49076

Handicap Accessable:
Y
(IN TOWN)","Temporary Polling Location




Handicap Accessable: 
"
EATON COUNTY,ONEIDA CHARTER TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
ONEIDA TWP HALL
11041 ONEIDA ROAD
GRAND LEDGE MI 48837

Handicap Accessable:
Y
(CORNER OF ST JOE HWY AND ONEIDA RD)","Temporary Polling Location




Handicap Accessable: 
"
EATON COUNTY,POTTERVILLE CITY ,     PRECINCT 1,"Permanent Polling Location
CITY HALL
319 N. NELSON
POTTERVILLE MI 48876

Handicap Accessable:
Y
(IN TOWN)","Temporary Polling Location




Handicap Accessable: 
"
EATON COUNTY,ROXAND TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
TOWNSHIP HALL
100 IONIA ST
MULLIKEN MI 48861

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
EATON COUNTY,SUNFIELD TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
SUNFIELD UNITED BRETHREN CHURCH
8436 W GRAND LEDGE HWY
SUNFIELD  MI 48890

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
EATON COUNTY,VERMONTVILLE TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
VERMONTVILLE COMMUNITY CENTER
108 N. MAIN STREET
VERMONTVILLE MI 49096

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
EATON COUNTY,WALTON TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
WALTON TOWNSHIP HALL
6933 S. STINE ROAD
OLIVET MI 49076

Handicap Accessable:
Y
(CORNER OF STINE & MARSHALL RDS OLD US-27)","Temporary Polling Location




Handicap Accessable: 
"
EATON COUNTY,WINDSOR CHARTER TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
1ST PRESBY CHURCH
162 N BRIDGE
DIMONDALE MI 48821

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
EATON COUNTY,WINDSOR CHARTER TOWNSHIP ,     PRECINCT 2,"Permanent Polling Location
EMERGENCY SVCS BLDG
300 W JEFFERSON
DIMONDALE MI 48821

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
EMMET COUNTY,BEAR CREEK TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
BEAR CREEK TOWNSHIP HALL
1710 CLICK RD
PETOSKEY MI 49770

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
EMMET COUNTY,BEAR CREEK TOWNSHIP ,     PRECINCT 2,"Permanent Polling Location
BEAR CREEK TOWNSHIP HALL
1710 CLICK RD
PETOSKEY MI 49770

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
EMMET COUNTY,BLISS TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
BLISS TOWNSHIP HALL
265 W STURGEON BAY TRL
LEVERING MI 49755

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
EMMET COUNTY,CARP LAKE TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
CARP LAKE TOWNSHIP HALL
6339 GILL ROAD
CARP LAKE MI 49718

Handicap Accessable:
Y
(N US 31, LEFT ON GILL ROAD)","Temporary Polling Location




Handicap Accessable: 
"
EMMET COUNTY,CENTER TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
CENTER  TOWNSHIP HALL
981 VAN ROAD
PELLSTON MI 49769

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
EMMET COUNTY,CROSS VILLAGE TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
CROSS VILLAGE TWP COMMUNITY CENTER
5954 WADSWORTH STREET
CROSS VILLAGE MI 49723

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
EMMET COUNTY,FRIENDSHIP TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
FRIENDSHIP TOWNSHIP HALL
3018 BEACON HILL LANE
HARBOR SPRINGS MI 49740

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
EMMET COUNTY,HARBOR SPRINGS CITY ,     PRECINCT 1,"Permanent Polling Location
HARBOR SPRINGS CITY HALL
160 ZOLL ST
HARBOR SPRINGS MI 49740

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
EMMET COUNTY,LITTLE TRAVERSE TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
TOWNSHIP HALL
8288 S. PLEASANTVIEW RD.
HARBOR SPRINGS MI 49740

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
EMMET COUNTY,LITTLEFIELD TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
COMMUNITY BUILDING
7631 BURR AVE
ALANSON MI 49706

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
EMMET COUNTY,MAPLE RIVER TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
MAPLE RIVER TOWNSHIP HALL
3989 US 31 NORTH
BRUTUS MI 49716

Handicap Accessable:
Y
(US 31, HALL ON RIGHT AT CORNER OF BRUTUS RD)","Temporary Polling Location




Handicap Accessable: 
"
EMMET COUNTY,MCKINLEY TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
MCKINLEY TWP HALL
1820 N. US 31 HWY
PELLSTON MI 49769

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
EMMET COUNTY,PETOSKEY CITY ,     PRECINCT 1-1,"Permanent Polling Location
GRAND UNITY EVENT CENTER
1106 CHARLEVOIX AVE
PETOSKEY MI 49770

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
EMMET COUNTY,PETOSKEY CITY ,     PRECINCT 2-2,"Permanent Polling Location
GRAND UNITY EVENT CENTER
1106 CHARLEVOIX AVE
PETOSKEY MI 49770

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
EMMET COUNTY,PETOSKEY CITY ,     PRECINCT 3-3,"Permanent Polling Location
GRAND UNITY EVENT CENTER
1106 CHARLEVOIX AVE
PETOSKEY MI 49770

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
EMMET COUNTY,PETOSKEY CITY ,     PRECINCT 4-4,"Permanent Polling Location
GRAND UNITY EVENT CENTER
1106 CHARLEVOIX AVE
PETOSKEY MI 49770

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
EMMET COUNTY,PLEASANTVIEW TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
TOWNSHIP HALL
2982 S PLEASANTVIEW ROAD
HARBOR SPRINGS MI 49740

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
EMMET COUNTY,READMOND TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
READMOND TWP
TOWNSHIP HALL, 6034 WORMWOOD LN
HARBOR SPRINGS MI 49740

Handicap Accessable:
N
","Temporary Polling Location




Handicap Accessable: 
"
EMMET COUNTY,RESORT TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
RESORT TOWNSHIP HALL
2232 RESORT PIKE
PETOSKEY MI 49770

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
EMMET COUNTY,SPRINGVALE TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
SPRINGVALE TOWNSHIP HALL
8198 E MITCHELL ROAD
PETOSKEY MI 49770

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
EMMET COUNTY,WAWATAM TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
MACKINAW CITY RECREATION CENTER
507 W CENTRAL AVENUE
MACKINAW CITY MI 49701

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
EMMET COUNTY,WEST TRAVERSE TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
WEST TRAVERSE  TWP HALL
8000 S  M-119 HWY
HARBOR SPRINGS MI 49740

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
GENESEE COUNTY,ARGENTINE TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
LINDEN SCHOOLS MULTI PURPOSE BUILDING
7209 SILVER LAKE ROAD
LINDEN MI 48451

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
GENESEE COUNTY,ARGENTINE TOWNSHIP ,     PRECINCT 2,"Permanent Polling Location
LINDEN SCHOOLS MULTI PURPOSE BUILDING
7209 SILVER LAKE ROAD
LINDEN MI 48451

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
GENESEE COUNTY,ARGENTINE TOWNSHIP ,     PRECINCT 3,"Permanent Polling Location
LINDEN SCHOOLS MULTI PURPOSE BUILDING
7209 SILVER LAKE ROAD
LINDEN MI 48451

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
GENESEE COUNTY,ATLAS TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
GOODRICH HIGH SCHOOL
8029 S. GALE ROAD
GOODRICH MI 48438

Handicap Accessable:
Y
(SE CORNER OF GALE RD AND HEGEL RD)","Temporary Polling Location




Handicap Accessable: 
"
GENESEE COUNTY,ATLAS TOWNSHIP ,     PRECINCT 2,"Permanent Polling Location
GOODRICH HIGH SCHOOL
8029 S. GALE ROAD
GOODRICH MI 48438

Handicap Accessable:
Y
(SE CORNER OF GALE RD AND HEGEL RD)","Temporary Polling Location




Handicap Accessable: 
"
GENESEE COUNTY,ATLAS TOWNSHIP ,     PRECINCT 3,"Permanent Polling Location
GOODRICH HIGH SCHOOL
8029 S. GALE ROAD
GOODRICH MI 48438

Handicap Accessable:
Y
(SE CORNER OF GALE RD AND HEGEL RD)","Temporary Polling Location




Handicap Accessable: 
"
GENESEE COUNTY,BURTON CITY ,     PRECINCT 1,"Permanent Polling Location




Handicap Accessable:

","Temporary Polling Location
BENDLE MIDDLE SCHOOL
2294 E. BRISTOL RD.
BURTON MI 48529

Handicap Accessable: Y
(BETWEEN S. SAGINAW AND DORT HWY.)"
GENESEE COUNTY,BURTON CITY ,     PRECINCT 2,"Permanent Polling Location




Handicap Accessable:

","Temporary Polling Location
BENDLE MIDDLE SCHOOL
2294 E. BRISTOL RD.
BURTON MI 48529

Handicap Accessable: Y
(BETWEEN S. SAGINAW AND DORT HWY.)"
GENESEE COUNTY,BURTON CITY ,     PRECINCT 3,"Permanent Polling Location




Handicap Accessable:

","Temporary Polling Location
ATHERTON ELEMENTARY SCHOOL
3444 S GENESEE RD
BURTON MI 48519

Handicap Accessable: Y
"
GENESEE COUNTY,BURTON CITY ,     PRECINCT 4,"Permanent Polling Location




Handicap Accessable:

","Temporary Polling Location
ATHERTON ELEMENTARY SCHOOL
3444 S GENESEE RD
BURTON MI 48519

Handicap Accessable: Y
"
GENESEE COUNTY,BURTON CITY ,     PRECINCT 5,"Permanent Polling Location




Handicap Accessable:

","Temporary Polling Location
BLESSED SACRAMENT
6340 ROBERTA ST.
BURTON MI 48509

Handicap Accessable: Y
"
GENESEE COUNTY,BURTON CITY ,     PRECINCT 6,"Permanent Polling Location




Handicap Accessable:

","Temporary Polling Location
BLESSED SACRAMENT
6340 ROBERTA ST.
BURTON MI 48509

Handicap Accessable: Y
"
GENESEE COUNTY,BURTON CITY ,     PRECINCT 7,"Permanent Polling Location




Handicap Accessable:

","Temporary Polling Location
BLESSED SACRAMENT
6340 ROBERTA ST.
BURTON MI 48509

Handicap Accessable: Y
"
GENESEE COUNTY,CLAYTON TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
SWARTZ CREEK CHURCH OF CHRIST
4410 S. SEYMOUR RD
SWARTZ CREEK MI 48473

Handicap Accessable:
Y
(WEST SIDE OF SEYMOUR, BETWEEN I-69 AND MILLER RD)","Temporary Polling Location




Handicap Accessable: 
"
GENESEE COUNTY,CLAYTON TOWNSHIP ,     PRECINCT 2,"Permanent Polling Location
SWARTZ CREEK CHURCH OF CHRIST
4410 S. SEYMOUR RD
SWARTZ CREEK MI 48473

Handicap Accessable:
Y
(WEST SIDE OF SEYMOUR, BETWEEN I-69 AND MILLER RD)","Temporary Polling Location




Handicap Accessable: 
"
GENESEE COUNTY,CLAYTON TOWNSHIP ,     PRECINCT 3,"Permanent Polling Location
SWARTZ CREEK CHURCH OF CHRIST
4410 S. SEYMOUR RD
SWARTZ CREEK MI 48473

Handicap Accessable:
Y
(WEST SIDE OF SEYMOUR, BETWEEN I-69 AND MILLER RD)","Temporary Polling Location




Handicap Accessable: 
"
GENESEE COUNTY,CLAYTON TOWNSHIP ,     PRECINCT 4,"Permanent Polling Location
SWARTZ CREEK CHURCH OF CHRIST
4410 S. SEYMOUR RD
SWARTZ CREEK MI 48473

Handicap Accessable:
Y
(WEST SIDE OF SEYMOUR, BETWEEN I-69 AND MILLER RD)","Temporary Polling Location




Handicap Accessable: 
"
GENESEE COUNTY,CLIO CITY ,     PRECINCT 1,"Permanent Polling Location
CLIO CITY OFFICE
505 W. VIENNA ST.
CLIO MI 48420

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
GENESEE COUNTY,DAVISON CITY ,     PRECINCT 1,"Permanent Polling Location
FIRST BAPTIST CHURCH
208 E. FOURTH STREET
DAVISON MI 48423

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
GENESEE COUNTY,DAVISON CITY ,     PRECINCT 2,"Permanent Polling Location
FIRST BAPTIST CHURCH
208 E. FOURTH STREET
DAVISON MI 48423

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
GENESEE COUNTY,DAVISON TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
DAVISON SR CTZN CTR
10135 LAPEER RD
DAVISON MI 48423

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
GENESEE COUNTY,DAVISON TOWNSHIP ,     PRECINCT 2,"Permanent Polling Location
WORLD OUTREACH CTR
2275 N IRISH RD
DAVISON MI 48423

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
GENESEE COUNTY,DAVISON TOWNSHIP ,     PRECINCT 3,"Permanent Polling Location
FAITH BAPTIST CHURCH
7306 E ATHERTON RD
DAVISON MI 48423

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
GENESEE COUNTY,DAVISON TOWNSHIP ,     PRECINCT 4,"Permanent Polling Location
DAVISON SR CTZN CTR
10135 LAPEER RD
DAVISON MI 48423

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
GENESEE COUNTY,DAVISON TOWNSHIP ,     PRECINCT 5,"Permanent Polling Location
DAVISON MISSIONARY CHURCH
1481 N GALE RD
DAVISON MI 48423

Handicap Accessable:
Y
(CORNER OF DAVISON & GALE RDS)","Temporary Polling Location




Handicap Accessable: 
"
GENESEE COUNTY,DAVISON TOWNSHIP ,     PRECINCT 6,"Permanent Polling Location
WORLD OUTREACH CTR
2275 N IRISH RD
DAVISON MI 48423

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
GENESEE COUNTY,DAVISON TOWNSHIP ,     PRECINCT 7,"Permanent Polling Location
FAITH BAPTIST CHURCH
7306 E ATHERTON RD
DAVISON MI 48423

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
GENESEE COUNTY,DAVISON TOWNSHIP ,     PRECINCT 8,"Permanent Polling Location
DAVISON ASSEMBLY OF GOD
1234 S. GALE RD
DAVISON MI 48423

Handicap Accessable:
Y
(NORTHWEST CORNER OF GALE RD AT LAPEER RD)","Temporary Polling Location




Handicap Accessable: 
"
GENESEE COUNTY,FENTON CITY ,     PRECINCT 1,"Permanent Polling Location
ELLEN STREET CAMPUS WORLD OF WONDER
404 W ELLEN ST
FENTON MI 48430

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
GENESEE COUNTY,FENTON CITY ,     PRECINCT 2,"Permanent Polling Location
ELLEN STREET CAMPUS WORLD OF WONDER
404 W ELLEN ST
FENTON MI 48430

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
GENESEE COUNTY,FENTON CITY ,     PRECINCT 2,"Permanent Polling Location
ELLEN STREET CAMPUS WORLD OF WONDER
404 W ELLEN ST
FENTON MI 48430

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
GENESEE COUNTY,FENTON CITY ,     PRECINCT 3,"Permanent Polling Location
ELLEN STREET CAMPUS WORLD OF WONDER
404 W ELLEN ST
FENTON MI 48430

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
GENESEE COUNTY,FENTON TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
LAKE FENTON HIGH SCHOOL
4070 LAHRING RD
LINDEN MI 48451

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
GENESEE COUNTY,FENTON TOWNSHIP ,     PRECINCT 2,"Permanent Polling Location
LAKE FENTON HIGH SCHOOL
4070 LAHRING RD
LINDEN MI 48451

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
GENESEE COUNTY,FENTON TOWNSHIP ,     PRECINCT 3,"Permanent Polling Location
LAKE FENTON HIGH SCHOOL
4070 LAHRING RD
LINDEN MI 48451

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
